koi,sig_tt_min,s_oc_min,pval,source
3890.01,8.38,6.84,-0.0,Holczer+2016_J/ApJS/225/9_table4
3891.01,12.93,14.37,-0.0,Holczer+2016_J/ApJS/225/9_table4
3893.01,19.57,14.04,0.0,Holczer+2016_J/ApJS/225/9_table4
3908.01,19.12,10.54,-0.0,Holczer+2016_J/ApJS/225/9_table4
3913.01,15.15,10.95,0.0,Holczer+2016_J/ApJS/225/9_table4
3916.01,16.20,12.57,0.0,Holczer+2016_J/ApJS/225/9_table4
3925.01,4.86,4.84,-0.0,Holczer+2016_J/ApJS/225/9_table4
3925.02,13.56,13.86,-0.0,Holczer+2016_J/ApJS/225/9_table4
3925.03,19.55,19.47,-0.1,Holczer+2016_J/ApJS/225/9_table4
3933.01,22.06,17.94,0.0,Holczer+2016_J/ApJS/225/9_table4
3943.01,15.78,18.08,-0.0,Holczer+2016_J/ApJS/225/9_table4
3947.02,56.96,178.09,-16.,Holczer+2016_J/ApJS/225/9_table4
3966.01,12.35,23.34,-1.0,Holczer+2016_J/ApJS/225/9_table4
4004.01,26.39,25.67,-0.0,Holczer+2016_J/ApJS/225/9_table4
4005.01,14.99,30.36,-1.2,Holczer+2016_J/ApJS/225/9_table4
4007.01,45.48,96.93,-6.4,Holczer+2016_J/ApJS/225/9_table4
4009.01,27.82,18.06,-0.0,Holczer+2016_J/ApJS/225/9_table4
4011.01,70.26,42.32,0.0,Holczer+2016_J/ApJS/225/9_table4
4015.01,10.06,5.48,-0.0,Holczer+2016_J/ApJS/225/9_table4
4016.01,6.64,6.63,-0.1,Holczer+2016_J/ApJS/225/9_table4
4021.01,32.18,36.20,-0.0,Holczer+2016_J/ApJS/225/9_table4
4024.01,27.04,18.11,-0.0,Holczer+2016_J/ApJS/225/9_table4
4036.01,17.71,11.03,-0.0,Holczer+2016_J/ApJS/225/9_table4
4054.01,13.04,6.05,-0.0,Holczer+2016_J/ApJS/225/9_table4
4066.01,12.44,46.24,-9.7,Holczer+2016_J/ApJS/225/9_table4
4067.01,6.04,4.71,-0.0,Holczer+2016_J/ApJS/225/9_table4
4068.01,15.84,11.66,-0.0,Holczer+2016_J/ApJS/225/9_table4
4069.01,28.63,21.39,-0.0,Holczer+2016_J/ApJS/225/9_table4
4076.01,24.41,19.21,-0.0,Holczer+2016_J/ApJS/225/9_table4
4084.01,24.30,17.12,-0.0,Holczer+2016_J/ApJS/225/9_table4
4087.01,20.56,15.42,-0.0,Holczer+2016_J/ApJS/225/9_table4
4092.01,26.36,27.22,-0.0,Holczer+2016_J/ApJS/225/9_table4
4120.01,44.61,68.66,-0.4,Holczer+2016_J/ApJS/225/9_table4
4121.01,17.39,18.56,-0.1,Holczer+2016_J/ApJS/225/9_table4
4123.01,60.28,67.94,-0.0,Holczer+2016_J/ApJS/225/9_table4
4127.01,28.51,23.04,-0.0,Holczer+2016_J/ApJS/225/9_table4
4150.01,42.16,102.66,-5.4,Holczer+2016_J/ApJS/225/9_table4
4152.01,7.44,16.43,-2.8,Holczer+2016_J/ApJS/225/9_table4
4192.01,38.08,30.73,-0.0,Holczer+2016_J/ApJS/225/9_table4
4202.01,20.15,21.43,-0.1,Holczer+2016_J/ApJS/225/9_table4
4204.01,42.26,47.54,-0.0,Holczer+2016_J/ApJS/225/9_table4
4215.01,45.86,71.83,-0.5,Holczer+2016_J/ApJS/225/9_table4
4226.01,38.06,46.02,-0.1,Holczer+2016_J/ApJS/225/9_table4
4235.01,10.17,19.40,-1.4,Holczer+2016_J/ApJS/225/9_table4
4242.01,14.08,25.76,-0.9,Holczer+2016_J/ApJS/225/9_table4
4245.01,42.53,107.37,-8.2,Holczer+2016_J/ApJS/225/9_table4
4253.01,7.43,13.52,-0.8,Holczer+2016_J/ApJS/225/9_table4
4257.01,33.11,124.00,-16.,Holczer+2016_J/ApJS/225/9_table4
4269.01,37.96,40.54,-0.0,Holczer+2016_J/ApJS/225/9_table4
4276.01,32.45,47.60,-0.3,Holczer+2016_J/ApJS/225/9_table4
4307.01,31.52,34.95,-0.1,Holczer+2016_J/ApJS/225/9_table4
4313.01,9.56,8.39,-0.0,Holczer+2016_J/ApJS/225/9_table4
4318.01,34.28,69.21,-3.9,Holczer+2016_J/ApJS/225/9_table4
4343.01,62.65,83.09,-0.1,Holczer+2016_J/ApJS/225/9_table4
4353.01,5.62,11.11,-1.2,Holczer+2016_J/ApJS/225/9_table4
4356.01,20.96,5.19,-0.0,Holczer+2016_J/ApJS/225/9_table4
4361.01,12.58,10.72,-0.0,Holczer+2016_J/ApJS/225/9_table4
4363.01,7.48,6.37,-0.0,Holczer+2016_J/ApJS/225/9_table4
4367.01,15.31,15.47,-0.0,Holczer+2016_J/ApJS/225/9_table4
4371.01,35.81,53.07,-0.3,Holczer+2016_J/ApJS/225/9_table4
4384.01,46.12,53.58,-0.1,Holczer+2016_J/ApJS/225/9_table4
4391.01,39.00,47.11,-0.1,Holczer+2016_J/ApJS/225/9_table4
4399.01,8.81,8.39,-0.0,Holczer+2016_J/ApJS/225/9_table4
4427.01,20.59,11.35,-0.0,Holczer+2016_J/ApJS/225/9_table4
4446.01,22.62,15.73,-0.0,Holczer+2016_J/ApJS/225/9_table4
4457.01,40.66,70.56,-0.8,Holczer+2016_J/ApJS/225/9_table4
4463.01,40.31,152.14,-16.,Holczer+2016_J/ApJS/225/9_table4
4466.01,37.60,51.52,-0.3,Holczer+2016_J/ApJS/225/9_table4
4480.01,15.40,24.43,-0.5,Holczer+2016_J/ApJS/225/9_table4
4491.01,37.03,113.75,-6.1,Holczer+2016_J/ApJS/225/9_table4
4496.01,18.55,10.54,-0.0,Holczer+2016_J/ApJS/225/9_table4
4498.01,40.21,61.83,-0.5,Holczer+2016_J/ApJS/225/9_table4
4500.02,24.36,18.55,-0.0,Holczer+2016_J/ApJS/225/9_table4
4519.01,15.33,56.05,-7.1,Holczer+2016_J/ApJS/225/9_table4
4526.01,81.96,75.02,-0.0,Holczer+2016_J/ApJS/225/9_table4
4548.01,41.77,198.73,-16.,Holczer+2016_J/ApJS/225/9_table4
4550.01,20.66,31.98,-0.4,Holczer+2016_J/ApJS/225/9_table4
4556.01,52.39,87.87,-0.9,Holczer+2016_J/ApJS/225/9_table4
4561.01,30.50,20.73,-0.0,Holczer+2016_J/ApJS/225/9_table4
4570.01,25.99,39.54,-0.4,Holczer+2016_J/ApJS/225/9_table4
4571.01,37.10,73.13,-1.8,Holczer+2016_J/ApJS/225/9_table4
4577.01,24.46,23.50,-0.0,Holczer+2016_J/ApJS/225/9_table4
4586.01,20.52,10.64,-0.0,Holczer+2016_J/ApJS/225/9_table4
4626.01,45.68,140.02,-6.5,Holczer+2016_J/ApJS/225/9_table4
4630.01,49.78,74.94,-0.4,Holczer+2016_J/ApJS/225/9_table4
4632.01,27.57,23.22,-0.0,Holczer+2016_J/ApJS/225/9_table4
4647.01,46.70,93.48,-2.0,Holczer+2016_J/ApJS/225/9_table4
4659.01,50.33,38.18,-0.0,Holczer+2016_J/ApJS/225/9_table4
4670.01,19.40,19.29,-0.0,Holczer+2016_J/ApJS/225/9_table4
4680.01,52.26,65.44,-0.1,Holczer+2016_J/ApJS/225/9_table4
4706.01,23.12,60.61,-3.3,Holczer+2016_J/ApJS/225/9_table4
4715.01,46.23,27.58,-0.0,Holczer+2016_J/ApJS/225/9_table4
4742.01,34.88,58.49,-0.6,Holczer+2016_J/ApJS/225/9_table4
4743.01,12.68,15.22,-0.1,Holczer+2016_J/ApJS/225/9_table4
4745.01,49.60,29.19,-0.0,Holczer+2016_J/ApJS/225/9_table4
4747.01,42.14,88.69,-1.7,Holczer+2016_J/ApJS/225/9_table4
4763.01,41.57,111.70,-4.8,Holczer+2016_J/ApJS/225/9_table4
4771.01,23.70,34.10,-0.3,Holczer+2016_J/ApJS/225/9_table4
4774.01,38.47,28.21,-0.0,Holczer+2016_J/ApJS/225/9_table4
4801.01,18.52,26.05,-0.3,Holczer+2016_J/ApJS/225/9_table4
4811.01,36.50,79.49,-3.1,Holczer+2016_J/ApJS/225/9_table4
4886.01,20.21,8.98,-0.0,Holczer+2016_J/ApJS/225/9_table4
4890.01,26.84,76.62,-4.3,Holczer+2016_J/ApJS/225/9_table4
4921.01,18.41,60.53,-5.9,Holczer+2016_J/ApJS/225/9_table4
4927.01,146.70,177.13,-0.1,Holczer+2016_J/ApJS/225/9_table4
4928.01,1.36,2.62,-4.2,Holczer+2016_J/ApJS/225/9_table4
4935.01,40.32,231.12,-16.,Holczer+2016_J/ApJS/225/9_table4
4938.01,61.13,67.85,-0.1,Holczer+2016_J/ApJS/225/9_table4
4940.01,19.86,31.20,-0.5,Holczer+2016_J/ApJS/225/9_table4
4942.01,88.32,161.59,-4.0,Holczer+2016_J/ApJS/225/9_table4
4956.01,48.50,111.80,-5.9,Holczer+2016_J/ApJS/225/9_table4
4963.01,21.34,36.29,-0.7,Holczer+2016_J/ApJS/225/9_table4
4966.01,11.11,22.97,-14.5,Holczer+2016_J/ApJS/225/9_table4
4971.01,35.30,64.19,-0.8,Holczer+2016_J/ApJS/225/9_table4
4975.01,14.68,12.02,-0.0,Holczer+2016_J/ApJS/225/9_table4
4983.01,27.16,41.11,-0.4,Holczer+2016_J/ApJS/225/9_table4
4997.01,55.88,35.51,-0.0,Holczer+2016_J/ApJS/225/9_table4
5019.01,56.33,222.28,-16.,Holczer+2016_J/ApJS/225/9_table4
5033.01,24.77,40.54,-0.5,Holczer+2016_J/ApJS/225/9_table4
5041.01,24.04,14.60,-0.0,Holczer+2016_J/ApJS/225/9_table4
5046.01,26.45,12.85,-0.0,Holczer+2016_J/ApJS/225/9_table4
5050.01,88.40,212.92,-9.3,Holczer+2016_J/ApJS/225/9_table4
5052.01,7.99,31.59,-8.7,Holczer+2016_J/ApJS/225/9_table4
5078.01,10.97,54.35,-13.5,Holczer+2016_J/ApJS/225/9_table4
5098.01,25.68,29.57,-0.1,Holczer+2016_J/ApJS/225/9_table4
5099.01,26.96,52.92,-1.2,Holczer+2016_J/ApJS/225/9_table4
5109.01,316.21,236.54,-0.0,Holczer+2016_J/ApJS/225/9_table4
5110.01,28.84,40.62,-0.3,Holczer+2016_J/ApJS/225/9_table4
5119.01,22.57,14.73,-0.0,Holczer+2016_J/ApJS/225/9_table4
5127.01,0.32,0.35,-0.1,Holczer+2016_J/ApJS/225/9_table4
5128.01,13.84,11.77,0.0,Holczer+2016_J/ApJS/225/9_table4
5187.01,11.09,23.72,-16.,Holczer+2016_J/ApJS/225/9_table4
5192.01,45.99,75.89,-0.7,Holczer+2016_J/ApJS/225/9_table4
5210.01,47.06,222.00,-12.0,Holczer+2016_J/ApJS/225/9_table4
5215.01,45.72,136.99,-4.2,Holczer+2016_J/ApJS/225/9_table4
5219.01,62.13,250.65,-16.,Holczer+2016_J/ApJS/225/9_table4
5220.01,9.45,11.21,-0.0,Holczer+2016_J/ApJS/225/9_table4
5245.01,3.37,5.87,-2.6,Holczer+2016_J/ApJS/225/9_table4
5248.01,66.58,208.77,-4.3,Holczer+2016_J/ApJS/225/9_table4
5279.01,32.50,36.93,-0.1,Holczer+2016_J/ApJS/225/9_table4
5345.01,15.93,36.62,-2.4,Holczer+2016_J/ApJS/225/9_table4
5358.01,24.79,28.72,-0.1,Holczer+2016_J/ApJS/225/9_table4
5361.01,28.40,37.72,-0.1,Holczer+2016_J/ApJS/225/9_table4
5384.01,0.96,1.09,-0.0,Holczer+2016_J/ApJS/225/9_table4
5388.01,54.53,129.09,-2.5,Holczer+2016_J/ApJS/225/9_table4
5403.01,2.57,5.97,-6.3,Holczer+2016_J/ApJS/225/9_table4
5409.01,1.59,1.91,-0.1,Holczer+2016_J/ApJS/225/9_table4
5420.01,9.40,17.19,-0.9,Holczer+2016_J/ApJS/225/9_table4
5426.01,28.49,20.10,-0.0,Holczer+2016_J/ApJS/225/9_table4
5440.01,44.93,80.67,-0.8,Holczer+2016_J/ApJS/225/9_table4
5441.01,36.24,112.14,-13.4,Holczer+2016_J/ApJS/225/9_table4
5458.01,37.87,65.15,-0.7,Holczer+2016_J/ApJS/225/9_table4
5459.01,34.50,33.56,-0.0,Holczer+2016_J/ApJS/225/9_table4
5461.01,58.69,121.18,-1.4,Holczer+2016_J/ApJS/225/9_table4
5472.01,20.72,36.29,-0.7,Holczer+2016_J/ApJS/225/9_table4
5476.01,31.87,80.11,-2.3,Holczer+2016_J/ApJS/225/9_table4
5497.01,29.55,84.25,-3.6,Holczer+2016_J/ApJS/225/9_table4
5500.01,15.48,43.84,-3.2,Holczer+2016_J/ApJS/225/9_table4
5512.01,17.80,13.92,-0.0,Holczer+2016_J/ApJS/225/9_table4
5525.01,16.43,26.47,-0.6,Holczer+2016_J/ApJS/225/9_table4
5537.01,12.17,18.29,-0.4,Holczer+2016_J/ApJS/225/9_table4
5543.01,6.87,4.93,-0.0,Holczer+2016_J/ApJS/225/9_table4
5553.01,22.01,39.65,-0.8,Holczer+2016_J/ApJS/225/9_table4
5566.01,17.07,12.88,-0.0,Holczer+2016_J/ApJS/225/9_table4
5573.01,24.24,32.72,-0.2,Holczer+2016_J/ApJS/225/9_table4
5582.01,6.51,5.35,-0.0,Holczer+2016_J/ApJS/225/9_table4
5585.01,20.87,49.65,-2.1,Holczer+2016_J/ApJS/225/9_table4
5586.01,84.81,154.71,-1.9,Holczer+2016_J/ApJS/225/9_table4
5594.01,17.58,35.36,-1.3,Holczer+2016_J/ApJS/225/9_table4
5600.01,91.13,132.95,-0.3,Holczer+2016_J/ApJS/225/9_table4
5605.01,11.15,7.83,-0.0,Holczer+2016_J/ApJS/225/9_table4
5621.01,22.61,21.88,-0.0,Holczer+2016_J/ApJS/225/9_table4
5630.01,21.28,19.05,-0.0,Holczer+2016_J/ApJS/225/9_table4
5633.01,22.73,14.47,-0.0,Holczer+2016_J/ApJS/225/9_table4
5635.01,26.90,32.81,-0.1,Holczer+2016_J/ApJS/225/9_table4
5642.01,18.77,20.16,-0.1,Holczer+2016_J/ApJS/225/9_table4
5647.01,54.85,118.09,-1.9,Holczer+2016_J/ApJS/225/9_table4
5651.01,42.76,58.35,-0.2,Holczer+2016_J/ApJS/225/9_table4
5652.01,24.61,18.27,-0.0,Holczer+2016_J/ApJS/225/9_table4
5654.01,59.41,35.84,-0.0,Holczer+2016_J/ApJS/225/9_table4
5662.01,20.80,10.66,-0.0,Holczer+2016_J/ApJS/225/9_table4
5663.01,16.63,12.83,-0.0,Holczer+2016_J/ApJS/225/9_table4
5672.01,2.17,3.80,-0.7,Holczer+2016_J/ApJS/225/9_table4
5676.01,19.42,56.98,-6.7,Holczer+2016_J/ApJS/225/9_table4
5685.01,22.35,49.34,-2.7,Holczer+2016_J/ApJS/225/9_table4
5690.01,16.17,25.93,-0.5,Holczer+2016_J/ApJS/225/9_table4
5711.01,0.92,0.44,-0.0,Holczer+2016_J/ApJS/225/9_table4
5713.01,8.81,8.39,-0.0,Holczer+2016_J/ApJS/225/9_table4
5721.01,32.74,36.15,-0.1,Holczer+2016_J/ApJS/225/9_table4
5727.01,16.43,8.86,-0.0,Holczer+2016_J/ApJS/225/9_table4
5728.01,10.36,8.16,-0.0,Holczer+2016_J/ApJS/225/9_table4
5731.01,4.94,8.37,-0.7,Holczer+2016_J/ApJS/225/9_table4
5736.01,31.64,28.75,-0.0,Holczer+2016_J/ApJS/225/9_table4
5757.01,42.89,59.65,-0.3,Holczer+2016_J/ApJS/225/9_table4
5758.01,22.08,21.33,-0.1,Holczer+2016_J/ApJS/225/9_table4
5776.01,20.89,26.24,-0.2,Holczer+2016_J/ApJS/225/9_table4
5787.01,65.98,66.95,-0.0,Holczer+2016_J/ApJS/225/9_table4
5799.01,14.12,21.10,-0.4,Holczer+2016_J/ApJS/225/9_table4
5801.01,35.57,108.29,-3.9,Holczer+2016_J/ApJS/225/9_table4
5802.01,34.64,125.49,-16.,Holczer+2016_J/ApJS/225/9_table4
5816.01,21.90,53.78,-3.2,Holczer+2016_J/ApJS/225/9_table4
5817.01,32.60,64.12,-1.2,Holczer+2016_J/ApJS/225/9_table4
5830.01,16.53,34.52,-1.4,Holczer+2016_J/ApJS/225/9_table4
5831.01,24.97,4.81,-0.0,Holczer+2016_J/ApJS/225/9_table4
5842.01,32.15,48.87,-0.4,Holczer+2016_J/ApJS/225/9_table4
5845.01,20.68,36.75,-1.2,Holczer+2016_J/ApJS/225/9_table4
5846.01,23.70,67.29,-3.2,Holczer+2016_J/ApJS/225/9_table4
5865.01,5.88,34.21,-16.,Holczer+2016_J/ApJS/225/9_table4
5866.01,5.35,29.26,-16.,Holczer+2016_J/ApJS/225/9_table4
5875.01,21.80,16.70,-0.0,Holczer+2016_J/ApJS/225/9_table4
5881.01,35.40,279.17,-16.,Holczer+2016_J/ApJS/225/9_table4
5887.01,162.33,196.46,-0.0,Holczer+2016_J/ApJS/225/9_table4
5901.01,40.90,74.34,-1.1,Holczer+2016_J/ApJS/225/9_table4
5940.01,26.74,19.82,-0.0,Holczer+2016_J/ApJS/225/9_table4
5942.01,15.10,41.11,-3.7,Holczer+2016_J/ApJS/225/9_table4
5945.01,25.78,78.30,-10.6,Holczer+2016_J/ApJS/225/9_table4
5955.01,23.91,35.95,-0.4,Holczer+2016_J/ApJS/225/9_table4
5968.01,19.52,18.11,-0.0,Holczer+2016_J/ApJS/225/9_table4
